,File Name,Duration (s)
327,T6V75110116,211264
328,T6V75110117,175424
329,T6V75110118,298544
330,T6V75110119,152256
331,T6V75110120,198272
332,T6V75110121,180032
333,T6V75110122,812672
334,T6V75110123,160128
335,T6V75110124,418048
336,T6V75110125,131200
337,T6V75110126,418176
338,T6V75110129,577280
339,T6V75110131,189568
340,T6V75110132,235456
341,T6V75110133,242304
342,T6V75110134,124672
343,T6V75110135,206528
344,T6V75110136,144576
345,T6V75110137,164416
346,T6V75110138,209408
347,T6V75110139,321664
348,T6V75110140,344960
349,T6V75110141,204608
350,T6V75110142,248000
351,T6V75110143,219456
352,T6V75110144,199424
353,T6V75110145,188224
354,T6V75110146,204736
355,T6V75110148,215232
356,T6V75110149,202944
357,T6V75110150,142080
358,T6V75110151,163904
359,T6V75110152,322176
360,T6V75110154,350720
361,T6V75110155,308160
362,T6V75110156,258944
363,T6V75110157,261696
364,T6V75110158,203520
365,T6V75110159,316800
366,T6V75110160,383232
367,T6V75110161,203520
368,T6V75110162,192704
369,T6V75110163,154368
370,T6V75110164,294592
371,T6V75110165,561024
372,T6V75110166,136512
373,T6V75110167,102720
374,T6V75110168,104960
375,T6V75110169,386496
376,T6V75110170,337856
377,T6V75110171,155392
378,T6V75110173,162368
379,T6V75110175,382592
380,T6V75110176,258176
381,T6V75110177,324288
382,T6V75110178,406208
383,T6V75110179,238464
384,T6V75110180,229376
385,T6V75110181,346304
386,T6V75110182,232064
387,T6V75110183,182528
388,T6V75110184,177216
389,T6V75110185,200256
390,T6V75110186,246336
391,T6V75110187,241472
392,T6V75110188,337600
393,T6V75110189,306688
394,T6V75110190,430528
395,T6V75110191,147200
396,T6V75110192,209152
397,T6V75110193,173312
398,T6V75110195,145152
399,T6V75110196,166400
400,T6V75110197,490624
401,T6V75110198,174976
402,T6V75110199,335424
403,T6V75110201,145216
404,T6V75110202,260032
405,T6V75110203,182400
406,T6V75110204,472640
407,T6V75110205,217728
408,T6V75110208,372736
409,T6V75110210,182400
410,T6V75110211,884480
411,T6V75110213,166080
412,T6V75110214,321088
413,T6V75110215,358848
414,T6V75110216,406848
415,T6V75110217,325056
416,T6V75110218,224704
417,T6V75110219,145344
418,T6V75110220,195008
419,T6V75330000,40571
420,T6V75330001,38784
421,T6V75330002,39936
422,T6V75330003,44032
423,T6V75330004,56998
424,T6V75330005,57024
425,T6V75330006,51392
426,T6V75330007,84224
427,T6V75330008,58688
428,T6V75330010,56576
429,T6V75330011,55424
430,T6V75330012,54784
431,T6V75330013,47360
432,T6V75330014,49088
433,T6V75330015,53696
434,T6V75330016,37248
435,T6V75330017,57600
436,T6V75330018,67264
437,T6V75330019,45056
438,T6V75330020,47552
439,T6V75330021,52480
440,T6V75330022,52032
441,T6V75330023,61696
442,T6V75330024,63168
443,T6V75330025,58944
444,T6V75330026,52736
445,T6V75330027,52656
446,T6V75330028,51072
447,T6V75330029,48896
448,T6V75330030,51456
449,T6V75330031,45824
450,T6V75330032,72384
451,T6V75330033,61440
452,T6V75330034,79296
453,T6V75330035,41664
454,T6V75330036,55744
455,T6V75330037,55872
456,T6V75330038,48000
457,T6V75330039,72768
458,T6V75330040,54080
459,T6V75330041,61056
460,T6V75330042,36928
461,T6V75330043,46528
462,T6V75330044,56000
463,T6V75330045,59259
464,T6V75330046,70720
465,T6V75330047,46080
466,T6V75330048,61539
467,T6V75330049,53790
468,T6V75330050,49291
469,T6V75330051,52352
470,T6V75330052,70016
471,T6V75330053,71616
472,T6V75330054,63936
473,T6V75330055,60224
474,T6V75330056,62016
475,T6V75330057,56384
476,T6V75330058,64064
477,T6V75330059,55936
478,T6V75330061,57152
479,T6V75330062,59712
480,T6V75330063,51392
481,T6V75330064,66752
482,T6V75330065,76416
483,T6V75330066,52608
484,T6V75330067,75520
485,T6V75330068,52403
486,T6V75330069,48448
487,T6V75330070,52288
488,T6V75330071,50240
489,T6V75330072,50752
490,T6V75330073,55808
491,T6V75330074,50752
492,T6V75330075,43712
493,T6V75330076,53696
494,T6V75330077,83072
495,T6V75330078,49728
496,T6V75330079,85312
497,T6V75330080,49792
498,T6V75330081,60160
499,T6V75330082,60544
500,T6V75330083,73664
501,T6V75330084,57024
502,T6V75330085,62656
503,T6V75330087,70912
504,T6V75330088,49856
505,T6V75330089,43648
506,T6V75330090,64064
507,T6V75330092,59072
508,T6V75330093,51266
509,T6V75330094,52992
510,T6V75330095,48896
511,T6V75330096,44736
512,T6V75330097,61056
513,T6V75330098,53696
514,T6V75330099,50368
515,T6V75330100,58048
516,T6V75330101,53056
517,T6V75330102,46464
518,T6V75330103,69504
519,T6V75330104,52672
520,T6V75330105,58368
521,T6V75330106,51968
522,T6V75330107,69504
523,T6V75330108,48576
524,T6V75330109,62784
525,T6V75330110,64896
526,T6V75330111,66880
527,T6V75330112,66880
528,T6V75330113,51648
529,T6V75330114,56576
530,T6V75330115,61120
531,T6V75330116,45824
532,T6V75330117,54208
533,T6V75330118,49600
534,T6V75330119,59712
535,T6V75330120,54464
536,T6V75330121,52032
537,T6V75330122,45760
538,T6V75330123,58880
539,T6V75330124,53456
540,T6V75330125,51328
541,T6V75330126,50661
542,T6V75330127,75776
543,T6V75330128,59456
544,T6V75330129,46592
545,T6V75330130,58176
546,T6V75330131,49216
547,T6V75330132,47488
548,T6V75330133,53888
549,T6V75330134,55104
550,T6V75330135,51392
551,T6V75330136,54400
552,T6V75330137,57664
553,T6V75330138,57280
554,T6V75330139,53312
555,T6V75330140,56576
556,T6V75330141,64000
557,T6V75330142,59968
558,T6V75330143,60928
559,T6V75330144,59392
560,T6V75330145,48576
561,T6V75330146,61248
562,T6V75330147,72576
563,T6V75330148,63488
564,T6V75330149,68608
565,T6V75330150,47616
566,T6V75330151,65984
567,T6V75330152,52800
568,T6V75330153,57984
569,T6V75330154,47488
570,T6V75330155,50710
571,T6V75330156,57550
572,T6V75330157,54528
573,T6V75330158,63872
574,T6V75330159,41536
575,T6V75330160,61696
576,T6V75330161,50624
577,T6V75330163,55872
578,T6V75330164,49920
579,T6V75330165,46848
580,T6V75330166,62336
581,T6V75330167,41024
582,T6V75330168,43818
583,T6V75330169,63296
584,T6V75330170,73024
585,T6V75330171,53376
586,T6V75330172,63680
587,T6V75330173,65536
588,T6V75330174,47296
589,T6V75330175,63616
590,T6V75330176,58432
591,T6V75330177,58624
592,T6V75330178,70912
593,T6V75330179,51904
594,T6V75330180,46848
595,T6V75330181,82944
596,T6V75330182,83832
597,T6V75330183,71744
598,T6V75330184,57152
599,T6V75330185,40448
600,T6V75330186,45952
601,T6V75330187,54784
602,T6V75330188,70976
603,T6V75330189,60672
604,T6V75330190,51328
605,T6V75330191,53632
606,T6V75330192,47424
607,T6V75330193,67904
608,T6V75330194,49728
609,T6V75330195,65152
610,T6V75330196,61632
611,T6V75330197,64192
612,T6V75330198,68416
613,T6V75330199,52352
614,T6V75330200,45632
615,T6V75330201,40896
616,T6V75330202,44416
617,T6V75330203,58816
618,T6V75330204,70976
619,T6V75330205,42816
