,File Name,Duration (s)
194,T6E79400199,697472
195,T6E79400200,412736
196,T6E79400201,401600
197,T6E79400202,377280
198,T6E79400203,654208
199,T6E79400205,416128
200,T6E79400206,172672
201,T6E79400207,357056
202,T6E79400208,576384
203,T6E79400209,416000
204,T6E79400210,221504
205,T6E79400211,363328
206,T6E79400212,503168
207,T6E79400213,219584
208,T6E79400214,299328
209,T6E79400215,346368
210,T6E79400216,422656
211,T6E79400217,226688
212,T6E79400218,384384
213,T6E79400219,392704
214,T6E79400220,125120
215,T6V79110001,164608
216,T6V79110002,143424
217,T6V79110003,407424
218,T6V79110004,194662
219,T6V79110005,147136
220,T6V79110006,99904
221,T6V79110007,208064
222,T6V79110008,193936
223,T6V79110009,371712
224,T6V79110012,141632
225,T6V79110013,209728
226,T6V79110014,191936
227,T6V79110015,286336
228,T6V79110016,528832
229,T6V79110017,400000
230,T6V79110018,172608
231,T6V79110019,158272
232,T6V79110020,154816
233,T6V79110021,352576
234,T6V79110022,236032
235,T6V79110023,131776
236,T6V79110024,238528
237,T6V79110025,212800
238,T6V79110026,104128
239,T6V79110028,182080
240,T6V79110030,169984
241,T6V79110032,156488
242,T6V79110033,131072
243,T6V79110034,157696
244,T6V79110035,140032
245,T6V79110036,182656
246,T6V79110037,510784
247,T6V79110038,286656
248,T6V79110039,176768
249,T6V79110040,143424
250,T6V79110042,153920
251,T6V79110043,108096
252,T6V79110045,196416
253,T6V79110046,141824
254,T6V79110047,424448
255,T6V79110049,157632
256,T6V79110050,155520
257,T6V79110052,170432
258,T6V79110053,315904
259,T6V79110054,192768
260,T6V79110055,224448
261,T6V79110056,226816
262,T6V79110057,145152
263,T6V79110058,157440
264,T6V79110059,272064
265,T6V79110060,252096
266,T6V79110062,232384
267,T6V79110063,372096
268,T6V79110064,226752
269,T6V79110065,162048
270,T6V79110066,142144
271,T6V79110067,496064
272,T6V79110068,174528
273,T6V79110069,208896
274,T6V79110070,203008
275,T6V79110071,181440
276,T6V79110072,391168
277,T6V79110073,312896
278,T6V79110074,467584
279,T6V79110075,150464
280,T6V79110076,226816
281,T6V79110077,283904
282,T6V79110078,220160
283,T6V79110079,176768
284,T6V79110081,190016
285,T6V79110082,86592
286,T6V79110083,89558
287,T6V79110084,312768
288,T6V79110085,88448
289,T6V79110086,155235
290,T6V79110087,166144
291,T6V79110088,601664
292,T6V79110089,396992
293,T6V79110090,255680
294,T6V79110091,190400
295,T6V79110092,211200
296,T6V79110093,160064
297,T6V79110094,115776
298,T6V79110095,445312
299,T6V79110096,224896
300,T6V79110097,98304
301,T6V79110098,294528
302,T6V79110099,146624
303,T6V79110100,400960
304,T6V79110102,212032
305,T6V79110103,202240
306,T6V79110104,195968
307,T6V79110105,281344
308,T6V79110106,88384
309,T6V79110107,256896
310,T6V79110108,312640
311,T6V79110109,386752
312,T6V79110110,272000
313,T6V79110111,250304
314,T6V79110112,204544
315,T6V79110113,177280
316,T6V79110114,172992
317,T6V79110116,194880
318,T6V79110118,246912
319,T6V79110119,124608
320,T6V79110120,156544
321,T6V79110121,181504
322,T6V79110122,826048
323,T6V79110123,142080
324,T6V79110124,392320
325,T6V79110125,133760
326,T6V79110127,259200
327,T6V79110128,329408
328,T6V79110129,590464
329,T6V79110131,190336
330,T6V79110132,250816
331,T6V79110133,219072
332,T6V79110135,183424
333,T6V79110136,137664
334,T6V79110137,162176
335,T6V79110138,192320
336,T6V79110139,303616
337,T6V79110140,335616
338,T6V79110142,231616
339,T6V79110143,186048
340,T6V79110144,177216
341,T6V79110145,179904
342,T6V79110146,178496
343,T6V79110147,410816
344,T6V79110148,197888
345,T6V79110149,189056
346,T6V79110150,121536
347,T6V79110151,151104
348,T6V79110152,304576
349,T6V79110157,238400
350,T6V79110159,271936
351,T6V79110160,344192
352,T6V79110161,175744
353,T6V79110162,171648
354,T6V79110164,265088
355,T6V79110166,129792
356,T6V79110167,84096
357,T6V79110168,93504
358,T6V79110169,386816
359,T6V79110170,330240
360,T6V79110171,141568
361,T6V79110173,145088
362,T6V79110176,246400
363,T6V79110177,279424
364,T6V79110178,346752
365,T6V79110179,202304
366,T6V79110180,193216
367,T6V79110181,322816
368,T6V79110182,195456
369,T6V79110183,148160
370,T6V79110184,163328
371,T6V79110185,172544
372,T6V79110186,243776
373,T6V79110187,230720
374,T6V79110188,277888
375,T6V79110189,295808
376,T6V79110190,367744
377,T6V79110192,214848
378,T6V79110195,139648
379,T6V79110196,182464
380,T6V79110197,447552
381,T6V79110198,160690
382,T6V79110199,322752
383,T6V79110200,208512
384,T6V79110201,124928
385,T6V79110202,233664
386,T6V79110203,173888
387,T6V79110204,446656
388,T6V79110205,185472
389,T6V79110207,296256
390,T6V79110208,342848
391,T6V79110209,122624
392,T6V79110210,150144
393,T6V79110212,270720
394,T6V79110213,157952
395,T6V79110214,322048
396,T6V79110215,353280
397,T6V79110216,384064
398,T6V79110217,278720
399,T6V79110218,199808
400,T6V79110219,137344
401,T6V79110220,154624
402,T6V79330000,37094
403,T6V79330001,38080
404,T6V79330002,38272
405,T6V79330003,42624
406,T6V79330004,54342
407,T6V79330005,54208
408,T6V79330006,49408
409,T6V79330007,81728
410,T6V79330008,54016
411,T6V79330010,54336
412,T6V79330011,56384
413,T6V79330012,52352
414,T6V79330013,42880
415,T6V79330014,49536
416,T6V79330015,49600
417,T6V79330016,36160
418,T6V79330017,54144
419,T6V79330018,64064
420,T6V79330019,43328
421,T6V79330020,47168
422,T6V79330021,51968
423,T6V79330022,52544
424,T6V79330023,59840
425,T6V79330024,63296
426,T6V79330025,56384
427,T6V79330026,49408
428,T6V79330027,49491
429,T6V79330028,47360
430,T6V79330029,48704
431,T6V79330030,47808
432,T6V79330031,43136
433,T6V79330032,65408
434,T6V79330033,58112
435,T6V79330034,69952
436,T6V79330035,38592
437,T6V79330036,52032
438,T6V79330037,52992
439,T6V79330038,45312
440,T6V79330039,70016
441,T6V79330040,54464
442,T6V79330041,58688
443,T6V79330042,36416
444,T6V79330043,43072
445,T6V79330044,54272
446,T6V79330045,55550
447,T6V79330046,65088
448,T6V79330047,48000
449,T6V79330048,61350
450,T6V79330049,51200
451,T6V79330050,47350
452,T6V79330051,53184
453,T6V79330052,66752
454,T6V79330053,69632
455,T6V79330055,57024
456,T6V79330056,54976
457,T6V79330057,56256
458,T6V79330058,57856
459,T6V79330059,51712
460,T6V79330060,48925
461,T6V79330061,57984
462,T6V79330063,48384
463,T6V79330064,64576
464,T6V79330065,72512
465,T6V79330066,51328
466,T6V79330067,71936
467,T6V79330068,47310
468,T6V79330069,49664
469,T6V79330071,47872
470,T6V79330072,47808
471,T6V79330073,50752
472,T6V79330074,48512
473,T6V79330075,41152
474,T6V79330076,47808
475,T6V79330077,77696
476,T6V79330078,48064
477,T6V79330079,86400
478,T6V79330080,48832
479,T6V79330081,59840
480,T6V79330082,59968
481,T6V79330083,69120
482,T6V79330084,57152
483,T6V79330085,57216
484,T6V79330086,63971
485,T6V79330087,62336
486,T6V79330088,48640
487,T6V79330089,41088
488,T6V79330090,63616
489,T6V79330092,56896
490,T6V79330093,48413
491,T6V79330094,47040
492,T6V79330095,44544
493,T6V79330096,43200
494,T6V79330097,59776
495,T6V79330099,50944
496,T6V79330100,52544
497,T6V79330101,54720
498,T6V79330102,48192
499,T6V79330103,70080
500,T6V79330104,56704
501,T6V79330105,61312
502,T6V79330106,50048
503,T6V79330107,67584
504,T6V79330108,53952
505,T6V79330109,61504
506,T6V79330110,67136
507,T6V79330111,62400
508,T6V79330112,68096
509,T6V79330113,52928
510,T6V79330114,58176
511,T6V79330115,61888
512,T6V79330116,46720
513,T6V79330117,55232
514,T6V79330118,49408
515,T6V79330119,60928
516,T6V79330120,59008
517,T6V79330121,59264
518,T6V79330122,49728
519,T6V79330124,51432
520,T6V79330125,54016
521,T6V79330126,47894
522,T6V79330127,73856
523,T6V79330128,60352
524,T6V79330129,44800
525,T6V79330130,60416
526,T6V79330131,50240
527,T6V79330132,54400
528,T6V79330133,53120
529,T6V79330134,55104
530,T6V79330135,56064
531,T6V79330136,54912
532,T6V79330137,56576
533,T6V79330139,54784
534,T6V79330140,61824
535,T6V79330141,62144
536,T6V79330142,61056
537,T6V79330143,61376
538,T6V79330144,62464
539,T6V79330145,49088
540,T6V79330146,66112
541,T6V79330147,76288
542,T6V79330148,67840
543,T6V79330149,71936
544,T6V79330150,51840
545,T6V79330151,69376
546,T6V79330152,56768
547,T6V79330153,58368
548,T6V79330154,51584
549,T6V79330155,52776
550,T6V79330156,55875
551,T6V79330157,54400
552,T6V79330158,67136
553,T6V79330159,40832
554,T6V79330161,52288
555,T6V79330163,58944
556,T6V79330164,51264
557,T6V79330165,47232
558,T6V79330166,64064
559,T6V79330167,40256
560,T6V79330168,45443
561,T6V79330169,64768
562,T6V79330170,79104
563,T6V79330171,54848
564,T6V79330172,64960
565,T6V79330173,67648
566,T6V79330174,50112
567,T6V79330175,65664
568,T6V79330176,56768
569,T6V79330177,60096
570,T6V79330178,73152
571,T6V79330179,55872
572,T6V79330180,50112
573,T6V79330181,85568
574,T6V79330182,82962
575,T6V79330183,75776
576,T6V79330184,57792
577,T6V79330185,43072
578,T6V79330186,45760
579,T6V79330187,54080
580,T6V79330188,68800
581,T6V79330189,61888
582,T6V79330190,53184
583,T6V79330191,57472
584,T6V79330192,53888
585,T6V79330193,69440
586,T6V79330194,50368
587,T6V79330195,69184
588,T6V79330196,57792
589,T6V79330197,64384
590,T6V79330198,71360
591,T6V79330199,54592
592,T6V79330200,47936
593,T6V79330201,44480
594,T6V79330202,46784
595,T6V79330203,58752
596,T6V79330204,79488
597,T6V79330205,48960
